timestamp,utc,typecode,callsign,d_time,latitude,longitude,altitude,groundspeed,track,vertical_rate
1719131917,2024-06-23T08:38:37Z,B738,TRA57M,3.0,52.329788,4.385193,3175,252,11,-500.0
1719131920,2024-06-23T08:38:40Z,B738,TRA57M,3.0,52.333145,4.386292,3150,250,11,-500.0
1719131923,2024-06-23T08:38:43Z,B738,TRA57M,3.0,52.336395,4.38736,3125,248,11,-500.0
1719131926,2024-06-23T08:38:46Z,B738,TRA57M,3.0,52.33989,4.388567,3100,246,11,-500.0
1719131930,2024-06-23T08:38:50Z,B738,TRA57M,4.0,52.343491,4.389801,3075,244,11,-400.0
1719131933,2024-06-23T08:38:53Z,B738,TRA57M,3.0,52.346733,4.390922,3050,243,11,-500.0
1719131942,2024-06-23T08:39:02Z,B738,TRA57M,9.0,52.356464,4.394296,2975,238,11,-500.0
1719131951,2024-06-23T08:39:11Z,B738,TRA57M,9.0,52.366009,4.397592,2900,233,12,-500.0
1719131960,2024-06-23T08:39:20Z,B738,TRA57M,9.0,52.375504,4.400887,2775,232,11,-800.0
1719131969,2024-06-23T08:39:29Z,B738,TRA57M,9.0,52.385147,4.404221,2625,234,11,-1000.0
1719131978,2024-06-23T08:39:38Z,B738,TRA57M,9.0,52.394669,4.407425,2450,234,11,-1200.0
1719131984,2024-06-23T08:39:44Z,B738,TRA57M,6.0,52.400803,4.409561,2375,232,11,-800.0
1719131992,2024-06-23T08:39:52Z,B738,TRA57M,8.0,52.409821,4.412613,2225,232,11,-1100.0
1719132002,2024-06-23T08:40:02Z,B738,TRA57M,10.0,52.419708,4.41597,2050,231,11,-1000.0
