time,altitude,groundspeed,true_airspeed,vertical_rate,mass,fuel_flow
6705.0,19510.109375,479.0,457.17262174537103,-3159.999999999989,64246.8404464722,0.15909195560573888
6706.0,19458.5625,478.64453125,456.947878307173,-3162.2656250000105,64246.8404464722,0.16155678828014056
6707.0,19409.65625,478.0,456.840634032261,-3178.8671875,64246.8404464722,0.16284432867076223
6708.0,19354.109375,478.0,457.093051328513,-3168.867187499989,64241.8438416869,0.16430117865403499
6709.0,19301.65625,477.64453125,456.870259120996,-3158.867187499989,64232.7719918639,0.16486029405302058
6710.0,19246.109375,477.0,457.338446472379,-3147.734375,64228.6967468262,0.16575802863730724
6711.0,19193.65625,477.0,457.430013556496,-3127.734375,64228.6967468262,0.16430117865403499
6712.0,19138.5625,476.64453125,456.478595029574,-3104.3359375000605,64228.6967468262,0.16569896715149887
6713.0,19090.5625,476.0,455.83720666841697,-3054.3359375,64228.6967468262,0.16906153441018723
6714.0,19041.65625,476.0,456.447099802183,-3004.3359375,64228.6967468262,0.16777399401956555
6715.0,18987.015625,475.64453125,457.131397965108,-2953.203125,64228.6967468262,0.16547847093781443
6716.0,18942.5625,475.0,456.790378432877,-2895.46875,64228.6967468262,0.1649705421598628
6717.0,18894.109375,474.64453125,455.7426599302459,-2853.203125,64228.6967468262,0.16990020750866558
6718.0,18843.46875,474.0,455.56551238977096,-2794.3359375,64228.6967468262,0.17135705749193833
6719.0,18802.109375,473.64453125,456.026535961902,-2743.203125,64228.6967468262,0.17107749979244558
6720.0,18751.46875,473.0,455.54108158882894,-2685.46875,64228.6967468262,0.17062863250030225
6721.0,18711.015625,472.64453125,454.775941097995,-2645.46875,64228.6967468262,0.17219573059041668
6722.0,18667.015625,472.0,454.88008222468,-2605.46875,64228.6967468262,0.1741014478658328
6723.0,18623.46875,471.64453125,454.61126478221297,-2566.6015625,64228.6967468262,0.17337302287419665
6724.0,18583.46875,471.0,453.7063045519,-2536.6015625,64228.6967468262,0.17309346517470336
6725.0,18542.5625,470.64453125,452.900656296249,-2510.00000000001,64228.6967468262,0.17292415558205276
6726.0,18495.921875,469.64453125,452.061994622615,-2512.265625,64228.6967468262,0.1741014478658328
6727.0,18459.015625,469.0,451.33286497196,-2534.53125,64228.6967468262,0.17477081137166053
6728.0,18415.46875,468.64453125,450.452128742156,-2573.39843749997,64228.6967468262,0.1781333786303489
6729.0,18375.46875,468.0,450.067706375884,-2604.53125,64228.6967468262,0.17684583823972666
6730.0,18334.5625,467.64453125,449.769615146623,-2643.3984375,64228.6967468262,0.17594810365543997
6731.0,18286.5625,467.0,449.749246545271,-2675.6640625,64228.6967468262,0.17628672284074112
6732.0,18239.015625,466.64453125,449.651271490856,-2724.53125,64228.6967468262,0.17449125367216778
6733.0,18194.5625,466.0,450.04480819888704,-2763.3984375,64228.6967468262,0.17768451133820556
6734.0,18146.5625,466.0,450.005161971797,-2788.8671875,64228.6967468262,0.17841293632984165
6735.0,18099.015625,465.64453125,450.1305271922339,-2777.734375,64228.6967468262,0.17925160942832
6736.0,18054.5625,465.0,450.076198008826,-2758.8671875,64228.6967468262,0.18115732670373613
6737.0,18006.5625,464.64453125,450.1978539358,-2747.734375,64228.6967468262,0.18098801711108556
6738.0,17959.015625,464.0,449.876371044626,-2725.46875,64228.6967468262,0.18188575169537222
6739.0,17915.46875,463.64453125,449.380801304032,-2684.3359375,64228.6967468262,0.18098801711108556
6740.0,17874.5625,463.0,449.483904487975,-2635.46875,64228.6967468262,0.18244486709435834
6741.0,17826.5625,462.64453125,448.941679039814,-2595.46875,64228.6967468262,0.1835630978923289
